# time luminosity u_luminosity radius u_radius
-7.759614189664716832e+00 4.237236409097366515e+35 3.867425937782976567e+34 1.008560641517100157e+06 1.184780439006556918e+02
-7.759598655684385449e+00 4.237834861845762456e+35 3.871384271611080826e+34 1.008560648725625826e+06 1.184797839151885768e+02
-7.759567743050865829e+00 4.238497311040576261e+35 3.875710380556981512e+34 1.008560668727127369e+06 1.184787675704087349e+02
-7.759506226924713701e+00 4.239509871265350647e+35 3.882336506535874115e+34 1.008560741610406432e+06 1.184506745389429199e+02
-7.759502813700237311e+00 4.237421769081499444e+35 3.867541481827955111e+34 1.008560747328385711e+06 1.184478046257186179e+02
-7.759496021375525743e+00 4.237433700269426826e+35 3.867552834077175184e+34 1.008560755858439254e+06 1.184443394067368729e+02
-7.759482504654442891e+00 4.238027363157288089e+35 3.871496723195515951e+34 1.008560774524244596e+06 1.184361249382412211e+02
-7.759455606370465830e+00 4.238678379100998566e+35 3.875782478150292270e+34 1.008560847135442891e+06 1.183920984615794225e+02
-7.759444967188755982e+00 4.237520721609235164e+35 3.867620183485232173e+34 1.008560887144111563e+06 1.183659929386138572e+02
-7.759439451940124854e+00 4.237529508259920950e+35 3.867623291948238915e+34 1.008560908112412202e+06 1.183523251738346715e+02
-7.759434789011720568e+00 4.237536650390879651e+35 3.867623970798198524e+34 1.008560925751018920e+06 1.183408617863153012e+02
-7.759430642719962634e+00 4.237543504752232353e+35 3.867628004575872547e+34 1.008560941109913983e+06 1.183309377602909933e+02
-7.759427035678527318e+00 4.237549953664559444e+35 3.867634823722525382e+34 1.008560954315732117e+06 1.183224374241848125e+02
-7.759423947456525639e+00 4.237554700810408267e+35 3.867635392286315091e+34 1.008560965248772525e+06 1.183154571121469161e+02
-7.759421125534572639e+00 4.237559098569878781e+35 3.867636320908423634e+34 1.008560974761930411e+06 1.183094535678387871e+02
-7.759418570625712164e+00 4.237563017425500938e+35 3.867636734962648383e+34 1.008560982841208926e+06 1.183044344808429429e+02
-7.759416151297045872e+00 4.237566808791699898e+35 3.867637675465714949e+34 1.008560989915073733e+06 1.183001297053615701e+02
-7.759413847132236697e+00 4.237570486310264964e+35 3.867639025291105582e+34 1.008560996058832854e+06 1.182964894793370689e+02
-7.759411575781996362e+00 4.237574189030436052e+35 3.867640884453970824e+34 1.008561001489191782e+06 1.182933848629385238e+02
-7.759409281541593373e+00 4.237578087556666737e+35 3.867643841689781512e+34 1.008561006320798653e+06 1.182907532311183445e+02
-7.759406885175849311e+00 4.237582376587519847e+35 3.867648407942407303e+34 1.008561010690621566e+06 1.182885261452616561e+02
-7.759404287309735082e+00 4.237587039867057472e+35 3.867653451287510979e+34 1.008561014682173845e+06 1.182866859539884530e+02
-7.759401216375408694e+00 4.237592602504001995e+35 3.867659755325623476e+34 1.008561018468498020e+06 1.182852276718729740e+02
-7.759397117188200355e+00 4.237600258750947314e+35 3.867669744162718473e+34 1.008561022304813261e+06 1.182842172695297052e+02
-7.759390217863256112e+00 4.237612912488808537e+35 3.867684977169694135e+34 1.008561027102911146e+06 1.182837912772445179e+02
-7.759376488218549639e+00 4.238209025249398159e+35 3.871641816718736228e+34 1.008561033613726147e+06 1.182852762787019714e+02
-7.759349166211904958e+00 4.238865828117063618e+35 3.875962543836571007e+34 1.008561051028013113e+06 1.182848134877181678e+02
-7.759322565572801977e+00 4.238909796069968488e+35 3.875987274518838072e+34 1.008561069891190971e+06 1.182829069736555709e+02
-7.759302258709794842e+00 4.238331767365496787e+35 3.871713067858423953e+34 1.008561085449805600e+06 1.182805710681980997e+02
-7.759284918036428280e+00 4.238360629124358111e+35 3.871731091299095265e+34 1.008561099386088201e+06 1.182780846343688239e+02
-7.759268422771128826e+00 4.238387995713107864e+35 3.871747649706355549e+34 1.008561113089034450e+06 1.182753841262644272e+02
-7.759251764495274983e+00 4.238415585253117202e+35 3.871764067071663160e+34 1.008561127258819994e+06 1.182724100249834009e+02
-7.759234531156835146e+00 4.238444115923912933e+35 3.871780999348183521e+34 1.008561142145110643e+06 1.182691667911108198e+02
-7.759216229809680954e+00 4.238474394354204529e+35 3.871798869071936780e+34 1.008561158171534422e+06 1.182655648837038740e+02
-7.759196380618959665e+00 4.238507220150747633e+35 3.871818191307346966e+34 1.008561175605371711e+06 1.182616285570876187e+02
-7.759174479127977975e+00 4.239155360834217620e+35 3.876131758275790785e+34 1.008561194710458163e+06 1.182573968736316630e+02
-7.759149695673841052e+00 4.239196335082712030e+35 3.876155261214756111e+34 1.008561216071309056e+06 1.182528189585934797e+02
-7.759121035647694953e+00 4.239243704494428171e+35 3.876182411395614002e+34 1.008561240312355105e+06 1.182478929035930122e+02
-7.759087073049158789e+00 4.239777003296473626e+35 3.879623583991892287e+34 1.008561268246517284e+06 1.182426786383535386e+02
-7.759050548396771774e+00 4.239837604412520254e+35 3.879659345013406029e+34 1.008561297347404878e+06 1.182378079222557261e+02
-7.759012736132717691e+00 4.239900433637558826e+35 3.879697154261067399e+34 1.008561326539734728e+06 1.182334960944838969e+02
-7.758971571180154569e+00 4.239968699665167980e+35 3.879737497788554736e+34 1.008561357456884929e+06 1.182294790595332756e+02
-7.758924579291488044e+00 4.240046498128590933e+35 3.879782799179525853e+34 1.008561391936602071e+06 1.182255363379179016e+02
-7.758867106094839983e+00 4.240580181052927386e+35 3.883016481239789733e+34 1.008561433110084850e+06 1.182215035315921199e+02
-7.758783636265434325e+00 4.240717488491819085e+35 3.883089909033725060e+34 1.008561492093805689e+06 1.182163317263714504e+02
-7.758630795200588182e+00 4.241632310776436173e+35 3.888115757431469211e+34 1.008561599854187225e+06 1.182072725881138098e+02
-7.758492627501254901e+00 4.241861887458378238e+35 3.888253643675825541e+34 1.008561702145175310e+06 1.181957477937062180e+02
-7.758365613641217351e+00 4.242072692092663045e+35 3.888380137298784808e+34 1.008561801851827302e+06 1.181812566919324325e+02
-7.758308091928483918e+00 4.241507813650041230e+35 3.883579046799679030e+34 1.008561847695668112e+06 1.181742886247811981e+02
-7.758193623740226030e+00 4.242124431364429492e+35 3.886823039144259970e+34 1.008561938836886431e+06 1.181606745717497375e+02
-7.758074269993812777e+00 4.242321930251037620e+35 3.886941852884487669e+34 1.008562036451590830e+06 1.181448870639813151e+02
-7.757958636168041267e+00 4.242513795390865479e+35 3.887062038938871582e+34 1.008562133661534172e+06 1.181279899193554996e+02
-7.757845563261071220e+00 4.242701359800101265e+35 3.887180351159800299e+34 1.008562231105108280e+06 1.181100678627701797e+02
-7.757734717437415384e+00 4.242885230896678565e+35 3.887297460852648381e+34 1.008562328771022731e+06 1.180912955517673737e+02
-7.757625532409292646e+00 4.243066296851196217e+35 3.887413531310785359e+34 1.008562427126285038e+06 1.180716159945626913e+02
-7.757517614649259485e+00 4.243244969620978912e+35 3.887527169603245659e+34 1.008562528512888704e+06 1.180496000924402011e+02
-7.757484119763830677e+00 4.241960574614758595e+35 3.877937016056044558e+34 1.008562560028761742e+06 1.180428095686366987e+02
-7.757417464934405871e+00 4.242984346966901562e+35 3.884523658705174628e+34 1.008562622422902961e+06 1.180296260027719626e+02
-7.757305939710931852e+00 4.243595945044676919e+35 3.887756932013118372e+34 1.008562726962659974e+06 1.180077849516375323e+02
-7.757197781771537848e+00 4.243774865595342200e+35 3.887872852149413967e+34 1.008562834931404097e+06 1.179825222522656958e+02
-7.757165290313423611e+00 4.242489538894360117e+35 3.878305470808302344e+34 1.008562866737176431e+06 1.179754454264023309e+02
-7.757100632326910272e+00 4.243509960935297129e+35 3.884879525909587704e+34 1.008562929356200504e+06 1.179619294984125588e+02
-7.756983975981711410e+00 4.244129353062094014e+35 3.888110973436560670e+34 1.008563041603123420e+06 1.179384021377265270e+02
-7.756868844619020820e+00 4.244320304149599576e+35 3.888241381796141217e+34 1.008563153913806309e+06 1.179146331221207618e+02
-7.756749657826730981e+00 4.244500713040963068e+35 3.888318617841928719e+34 1.008563271424540901e+06 1.178897136443422653e+02
-7.756624656190979294e+00 4.244921805848505938e+35 3.890111204018861495e+34 1.008563399752512923e+06 1.178608625533519927e+02
-7.756589612996322103e+00 4.243879622142217979e+35 3.882212286050952240e+34 1.008563435073365923e+06 1.178533131033913008e+02
-7.756519877046230249e+00 4.244420094697680078e+35 3.885376249580582009e+34 1.008563504062006250e+06 1.178392661827542582e+02
-7.756381102502928115e+00 4.245286976676773480e+35 3.890263992081546100e+34 1.008563642367258552e+06 1.178112138154792774e+02
-7.756344507419271395e+00 4.244247377006859454e+35 3.882378726768291711e+34 1.008563682739543496e+06 1.178014831325637317e+02
-7.756334769786917605e+00 4.242603756261494987e+35 3.870962346942508815e+34 1.008563694325484335e+06 1.177983751351856796e+02
-7.756315391918178648e+00 4.243204711053497962e+35 3.874839741946087546e+34 1.008563711674787803e+06 1.177957903116559066e+02
-7.756276829939452000e+00 4.244350066694626418e+35 3.882433914174768523e+34 1.008563749417976243e+06 1.177886632747230777e+02
-7.756200091607752256e+00 4.244900795968541780e+35 3.885598276580598206e+34 1.008563823746348149e+06 1.177751272701504348e+02
-7.756047382339602336e+00 4.245788136116461344e+35 3.890489201534615393e+34 1.008563972969413968e+06 1.177480077730462966e+02
-7.756007933974615298e+00 4.244752865716558316e+35 3.882620958410459455e+34 1.008564021316571860e+06 1.177351538749462634e+02
-7.755997707310598344e+00 4.243111588871353146e+35 3.871236485375553206e+34 1.008564037944687181e+06 1.177293432569857288e+02
-7.755995049708872102e+00 4.243131059494123442e+35 3.871341926205710303e+34 1.008564046386268456e+06 1.177253266859158316e+02
-7.755993944680085406e+00 4.243139657350075925e+35 3.871389137457103718e+34 1.008564051023378619e+06 1.177229722181410381e+02
-7.755992795384372585e+00 4.243139581197897212e+35 3.871378020083208527e+34 1.008564056919662748e+06 1.177198724124631184e+02
-7.755990574776660651e+00 4.243108615205409082e+35 3.871150891304277960e+34 1.008564065206272411e+06 1.177157761085603198e+02
-7.755986155767459422e+00 4.243114623402458408e+35 3.871150236444514700e+34 1.008564069718569401e+06 1.177149040719356918e+02
-7.755977361943223514e+00 4.243143035161383944e+35 3.871258701196968950e+34 1.008564078548344201e+06 1.177132619185309892e+02
-7.755959862246527337e+00 4.243741068904890641e+35 3.875127521244361984e+34 1.008564096093183733e+06 1.177100190844203667e+02
-7.755925037839915603e+00 4.244880062224173360e+35 3.882701513973745940e+34 1.008564138552968623e+06 1.176990494184371272e+02
-7.755909867060836405e+00 4.243815975311650756e+35 3.875165515774151631e+34 1.008564159073912655e+06 1.176930783434674765e+02
-7.755892743807635270e+00 4.243841218638632529e+35 3.875175783210817046e+34 1.008564182108629146e+06 1.176864397749482691e+02
-7.755880408614757471e+00 4.243860374935264906e+35 3.875189814916769658e+34 1.008564197839387809e+06 1.176821905195283051e+02
-7.755865077589987777e+00 4.243883194271193078e+35 3.875200538795751422e+34 1.008564216072558658e+06 1.176777137840444709e+02
-7.755834568830323406e+00 4.244539555961347424e+35 3.879427022867408514e+34 1.008564250044179964e+06 1.176702276514069467e+02
-7.755773856406449340e+00 4.245543803796206432e+35 3.885927127508632356e+34 1.008564315316293854e+06 1.176568573675741618e+02
-7.755653038693708368e+00 4.246149403113108352e+35 3.889082964362561226e+34 1.008564446457266342e+06 1.176300455440756707e+02
-7.755602326928055845e+00 4.245363543163869972e+35 3.882939152297824233e+34 1.008564503237664816e+06 1.176179968379303062e+02
-7.755583578909863718e+00 4.244305976006833004e+35 3.875427575279215755e+34 1.008564524660808616e+06 1.176133271175364428e+02
-7.755575684990617447e+00 4.243747096599648915e+35 3.871594138260773452e+34 1.008564535222748178e+06 1.176104736312000085e+02
-7.755559976096265018e+00 4.244342362233564833e+35 3.875453357046712974e+34 1.008564550474546500e+06 1.176081458129237944e+02
-7.755528715410036966e+00 4.244999780607957115e+35 3.879674213715830821e+34 1.008564583513702732e+06 1.176019895178805967e+02
-7.755466506627271883e+00 4.246006279058344780e+35 3.886167391898263971e+34 1.008564647741396097e+06 1.175907423096994222e+02
-7.755342711156117730e+00 4.246617127542667711e+35 3.889330343374749182e+34 1.008564772019475233e+06 1.175708529360693007e+02
-7.755137264626682736e+00 4.247153842626241093e+35 3.891152193930785961e+34 1.008564970990737085e+06 1.175432382495716013e+02
-7.755064619603217579e+00 4.246610138306486946e+35 3.886476111028813375e+34 1.008565042636001017e+06 1.175332428751966063e+02
-7.755038673596573062e+00 4.245737587076162006e+35 3.880075398290927045e+34 1.008565067794627394e+06 1.175299571270187471e+02
-7.754987041043932550e+00 4.246290691823512636e+35 3.883433301398551259e+34 1.008565115790646872e+06 1.175246210209633517e+02
-7.754884292255155742e+00 4.247310695771721646e+35 3.889689492059107870e+34 1.008565209909019643e+06 1.175150058961412327e+02
-7.754840631561819464e+00 4.246512289350388291e+35 3.883546062932632335e+34 1.008565250231065904e+06 1.175108389276901448e+02
-7.754761582516948693e+00 4.247067765812965156e+35 3.886697435883562924e+34 1.008565320233048755e+06 1.175050515867283991e+02
-7.754604274916346185e+00 4.247964591358589490e+35 3.891573900067084182e+34 1.008565453835934401e+06 1.174970509121762348e+02
-7.754291232791729271e+00 4.248428234185547135e+35 3.891743869456843880e+34 1.008565702101676259e+06 1.174919548159587777e+02
-7.753911757667083293e+00 4.248999000050353105e+35 3.892027270634270139e+34 1.008565984964180272e+06 1.174973603557414776e+02
-7.753773612712393515e+00 4.249221493908149193e+35 3.892241042946971439e+34 1.008566086135562393e+06 1.175007781550232551e+02
-7.753498704259982333e+00 4.249630717039817777e+35 3.892428552248889222e+34 1.008566270574416150e+06 1.175166654961992805e+02
-7.753128728247247636e+00 4.250185824075958351e+35 3.892725084537449821e+34 1.008566506635312689e+06 1.175451371926326658e+02
-7.752992332534631714e+00 4.250401818436510447e+35 3.892920135478963063e+34 1.008566593193996698e+06 1.175561575149026794e+02
-7.752720905060414225e+00 4.250806837233165064e+35 3.893134392052246775e+34 1.008566753605544218e+06 1.175841184344263866e+02
-7.752400019860942848e+00 4.251289817072073476e+35 3.893427675844596629e+34 1.008566936286430107e+06 1.176210007835146740e+02
-7.752101005287840962e+00 4.251741965238082943e+35 3.893725624827616048e+34 1.008567103349090670e+06 1.176573177742275931e+02
-7.751989024094655178e+00 4.251682679682283100e+35 3.892199773793474518e+34 1.008567165896116872e+06 1.176710410016005284e+02
-7.751766181507264264e+00 4.252250265620714917e+35 3.894084627043577484e+34 1.008567283845462720e+06 1.177014724868936497e+02
-7.751501751728937961e+00 4.252648611569217409e+35 3.894346791640464787e+34 1.008567420166265918e+06 1.177394717442892471e+02
-7.751246824453119189e+00 4.253047602443269899e+35 3.894429697500104357e+34 1.008567548669024138e+06 1.177782604961194863e+02
-7.750993862937320955e+00 4.253443299232708066e+35 3.894517680917239389e+34 1.008567672957961331e+06 1.178183533016850930e+02
-7.750738916045520455e+00 4.253841973404696020e+35 3.894612772879427722e+34 1.008567795251269243e+06 1.178602197708882642e+02
-7.750475066204671748e+00 4.254254390609131366e+35 3.894717663230617292e+34 1.008567918954865541e+06 1.179049364556878032e+02
-7.750447034763055854e+00 4.252721824073581636e+35 3.883771663513705483e+34 1.008567942209360772e+06 1.179053342360652152e+02
-7.750404755366616882e+00 4.253263992180341687e+35 3.887036262332902944e+34 1.008567975266330061e+06 1.179068324221037471e+02
-7.750351076334482059e+00 4.253346110400327075e+35 3.887048943270732078e+34 1.008568026149178040e+06 1.179049773695668364e+02
-7.750309928931528702e+00 4.253407777977337297e+35 3.887050100560744810e+34 1.008568096741084824e+06 1.178902614791461190e+02
-7.750289244591840543e+00 4.252964314160888222e+35 3.883820015781622748e+34 1.008568158691977034e+06 1.178719037669029461e+02
-7.750276521750492975e+00 4.252373702699118474e+35 3.879750957400582672e+34 1.008568202522974112e+06 1.178583693738484754e+02
-7.750264055342995562e+00 4.252392455016179591e+35 3.879752576266981433e+34 1.008568246245596092e+06 1.178449177789869964e+02
-7.750250083161517978e+00 4.252413548417038928e+35 3.879754914555097650e+34 1.008568295883519109e+06 1.178297403122441409e+02
-7.750234248465858400e+00 4.252437405686017371e+35 3.879757276356631980e+34 1.008568353304890567e+06 1.178122765081067911e+02
-7.750216317595914006e+00 4.252464389955488194e+35 3.879759781014360413e+34 1.008568419036418549e+06 1.177924960267097134e+02
-7.750195740285562351e+00 4.252495415986364783e+35 3.879763092436823504e+34 1.008568493705853121e+06 1.177704660154251854e+02
-7.750175982044311240e+00 4.252526472043568957e+35 3.879774662325915077e+34 1.008568568849482690e+06 1.177483481837739419e+02
-7.750175965891685337e+00 4.251962762730907004e+35 3.876095837162641088e+34 1.008568570641177474e+06 1.177476629937709305e+02
-7.750175952372956090e+00 4.251962787966125946e+35 3.876095871103079904e+34 1.008568570692566340e+06 1.177476480130315366e+02
-7.750175946232047863e+00 4.251962800319829287e+35 3.876095892270213749e+34 1.008568570715886308e+06 1.177476412170852313e+02
-7.750175941619090736e+00 4.251962809249701819e+35 3.876095905910708461e+34 1.008568570733394823e+06 1.177476361155403879e+02
-7.750175936787854880e+00 4.251962818511344947e+35 3.876095919610565256e+34 1.008568570751729538e+06 1.177476307736796315e+02
-7.750175931316334754e+00 4.251962829103277975e+35 3.876095935790044918e+34 1.008568570772521314e+06 1.177476247132409100e+02
-7.750175924782524817e+00 4.251962841920402634e+35 3.876095956200435214e+34 1.008568570797334309e+06 1.177476174823195691e+02
-7.750175916575244628e+00 4.251962858294311164e+35 3.876095983607446336e+34 1.008568570828505559e+06 1.177476083981426314e+02
-7.750175908047822304e+00 4.251962875794469420e+35 3.876096015231266478e+34 1.008568570860901382e+06 1.177475989564944285e+02
-7.750175899229361676e+00 4.251962894230886268e+35 3.876096050122958692e+34 1.008568570894386270e+06 1.177475891991223733e+02
-7.750175890003447421e+00 4.251962913861842690e+35 3.876096088839301516e+34 1.008568570929435547e+06 1.177475789841781619e+02
-7.750175880471942946e+00 4.251962934514560576e+35 3.876096131236701342e+34 1.008568570965639432e+06 1.177475684334902297e+02
-7.750175870431121439e+00 4.251962956620964537e+35 3.876096178159993687e+34 1.008568571003748220e+06 1.177475573305456749e+02
-7.750175859604496509e+00 4.251962980838170392e+35 3.876096231213661130e+34 1.008568571044842829e+06 1.177475453575071924e+02
-7.750175848195794970e+00 4.251963006803504086e+35 3.876096290000005704e+34 1.008568571088138502e+06 1.177475327440847792e+02
-7.750175835855770856e+00 4.251963035300274876e+35 3.876096356244041478e+34 1.008568571134983096e+06 1.177475190954503148e+02
-7.750175822642631829e+00 4.251963066282340816e+35 3.876096430203252255e+34 1.008568571185154142e+06 1.177475044767125922e+02
-7.750175808600033633e+00 4.251963099648297201e+35 3.876096511639459211e+34 1.008568571238423232e+06 1.177474889602647607e+02
-7.750175793684320524e+00 4.251963135499942758e+35 3.876096600793414029e+34 1.008568571295028087e+06 1.177474724703419753e+02
-7.750175777182448655e+00 4.251963175473474171e+35 3.876096701425540831e+34 1.008568571357659879e+06 1.177474542240332909e+02
-7.750175758133991621e+00 4.251963221854933715e+35 3.876096819131551977e+34 1.008568571429971140e+06 1.177474331569678583e+02
-7.750175737601239234e+00 4.251963272119980385e+35 3.876096947749169650e+34 1.008568571507876390e+06 1.177474104642389534e+02
-7.750175714885699563e+00 4.251963327526679914e+35 3.876097088736408358e+34 1.008568571594071691e+06 1.177473853565607556e+02
-7.750175689376192167e+00 4.251963389119360039e+35 3.876097243004383229e+34 1.008568571690899087e+06 1.177473571496492895e+02
-7.750175658526131883e+00 4.251963461831209914e+35 3.876097418105736387e+34 1.008568571808013599e+06 1.177473230323197555e+02
-7.750175619003130123e+00 4.251963550993869105e+35 3.876097616668230969e+34 1.008568571958159562e+06 1.177472792837370150e+02
-7.750175563138327561e+00 4.251963666393406180e+35 3.876097828703791157e+34 1.008568572170500411e+06 1.177472174051931830e+02
-7.750175467372173443e+00 4.251963828146836721e+35 3.876097959308798317e+34 1.008568572535046609e+06 1.177471111286863845e+02
-7.750175276800291613e+00 4.251964049586339143e+35 3.876097570713739027e+34 1.008568573261937825e+06 1.177468991088908865e+02
-7.750174897562828846e+00 4.251967823993629454e+35 3.876118322043056992e+34 1.008568574751593638e+06 1.177464606786112853e+02
-7.750174142885953188e+00 4.252542344127857951e+35 3.879861378038496586e+34 1.008568593920487561e+06 1.177393604263521780e+02
-7.750172942498466000e+00 4.254413022769657035e+35 3.892622340853295757e+34 1.008568775324185146e+06 1.176715607003671380e+02
-7.750171782987308688e+00 4.253907233392342970e+35 3.889072260803893384e+34 1.008569050401504617e+06 1.175737649729110643e+02
-7.750170405837707222e+00 4.250641516771992868e+35 3.867731965285901937e+34 1.008569259317862568e+06 1.175038956532267349e+02
-7.750168568119988777e+00 4.249456004105579552e+35 3.860629027001648535e+34 1.008569189477320877e+06 1.175276297704428146e+02
-7.750165846213349141e+00 4.251639528006086080e+35 3.873926769860701198e+34 1.008568996734637767e+06 1.175944808494208047e+02
-7.750161073243361898e+00 4.252350721488267291e+35 3.878474723383515159e+34 1.008568990098860930e+06 1.175984595319908834e+02
-7.750151575048221275e+00 4.252041531316372776e+35 3.876371868734028666e+34 1.008569076359788654e+06 1.175717799614923251e+02
-7.750137749593704939e+00 4.252591956911509811e+35 3.879832727566895160e+34 1.008569154809367377e+06 1.175497969832146765e+02
-7.750120394499390386e+00 4.252622701993936258e+35 3.879865859193436869e+34 1.008569248795677093e+06 1.175243362639799329e+02
-7.750099923243396915e+00 4.252653341894497834e+35 3.879867880292980487e+34 1.008569358474378590e+06 1.174955304542800150e+02
-7.750072487848228775e+00 4.253303864794786737e+35 3.883934568356315325e+34 1.008569503736432176e+06 1.174588657195764512e+02
-7.750028331414796412e+00 4.253840016523962664e+35 3.887133425912743870e+34 1.008569733072113711e+06 1.174044539298451042e+02
-7.749972817997331731e+00 4.254342025468068960e+35 3.890028759329633854e+34 1.008570159255790757e+06 1.173053231041791094e+02
-7.749972143705235794e+00 4.252370474212039560e+35 3.876786081032577629e+34 1.008570167806942016e+06 1.173033394649167320e+02
-7.749972032164805569e+00 4.252385603549015519e+35 3.876882938743421133e+34 1.008570169017170439e+06 1.173030642936212615e+02
-7.749972007208270952e+00 4.252389112955749945e+35 3.876905422527380555e+34 1.008570169291065540e+06 1.173030019431346460e+02
-7.749971982077113353e+00 4.252392771929007032e+35 3.876928876196909464e+34 1.008570169570111902e+06 1.173029383329392346e+02
-7.749971932047628798e+00 4.252400627059332473e+35 3.876979275229876012e+34 1.008570170139121939e+06 1.173028082588244700e+02
-7.749971832497976720e+00 4.252418938504685222e+35 3.877096983898016691e+34 1.008570171334997867e+06 1.173025331996924052e+02
-7.749971634388202801e+00 4.252470417539522469e+35 3.877429117975978811e+34 1.008570174070451059e+06 1.173018951026529777e+02
-7.749971240162267350e+00 4.252714188296788991e+35 3.879015925038932747e+34 1.008570182869180688e+06 1.172997699737541097e+02
-7.749970496370224282e+00 4.254715257535455368e+35 3.892617390794426943e+34 1.008570261632677633e+06 1.172801564179561638e+02
-7.749969329990562983e+00 4.257682020982062836e+35 3.914575579016822150e+34 1.008570689744710922e+06 1.171818246485859021e+02
-7.749967613795888610e+00 4.253011719444285297e+35 3.880941573956978900e+34 1.008571368878711830e+06 1.170576955619583686e+02
-7.749964792194077745e+00 4.249319530191378114e+35 3.858140302586699002e+34 1.008571487684020074e+06 1.170407168147912245e+02
