# File gs1826-24_4.075.dat
# Copied from zamfir2.dat, 2015 Apr 8
# Created Mon Dec 12 13:22:45 2011 with burst_average.pro
#
# Average of bursts  9, 10, 11, 12, 13, 16, 17, 19, 20 of 1826-24
# observed by RXTE (Galloway et al. 2008, ApJS 179, 360)
# (burst IDs 351, 352, 353, 354, 355, 358, 359, 360, 361; last is the key)
#
# Assumed cycle count is 
# [0,5,6,11,23,520,522,525,527]
# Recurrence time 4.0750+/-0.0003 hr (RMS 10.486 min)
#
# This version of the data now includes deadtime correction (see 
# http://heasarc.gsfc.nasa.gov/docs/xte/recipes/pca_deadtime.html)
# and has the updated effective area of the v11.7 responses (see
# http://www.universe.nasa.gov/xrays/programs/rxte/pca/doc/rmf/pca-arf-2011
#
# Average computed by first cross-correlating 8-s of the burst (beginning
# at t=-2s) and adding an offset to more precisely line them up.
#
# Columns are:
# Time [s], dt [s], average flux and error [10^-9 erg/cm^2/s], average
# blackbody temperature and error [keV], average blackbody normalisation
# and error [(km/d_10kpc)^2]
#
# Note that the time value specifies the BEGINNING of the time bin
 -5.38  0.25     20.27     52.52     9.707     19.82     23.49     36.17
 -5.12  0.25 1.683e+10 3.367e+10     8.577     11.69 6.205e+16 1.241e+17
 -4.88  0.25 1.052e+10 2.784e+10     2.003     1.692 3.878e+16 1.026e+17
 -4.62  0.25    0.3885    0.2678     2.430     1.289     44.73     85.79
 -4.38  0.25    0.4666    0.2532     2.434     2.036     171.4     205.6
 -4.12  0.25    0.4492    0.2160     3.570     1.735     6.133     11.46
 -3.88  0.25    0.3759    0.1922     2.143     1.907     118.4     206.4
 -3.62  0.25    0.2634    0.1819     2.103     1.627     70.99     186.7
 -3.38  0.25     12.18     25.99     7.776     10.69     4.855     4.885
 -3.12  0.25     8.478     22.06     5.603     9.104     2884.     7869.
 -2.88  0.25 1.025e+08 2.510e+08     1.138    0.5300 1.776e+14 4.350e+14
 -2.62  0.25     22.10     61.17     1.647    0.6027 1.031e+06 2.917e+06
 -2.38  0.25    0.7349    0.2010     1.805    0.7084     16.59     13.80
 -2.12  0.25     1.146    0.4929     1.966    0.3320     10.22     6.016
 -1.88  0.25     1.866    0.5080     1.922    0.1959     15.05     5.262
 -1.62  0.25     2.633    0.6356     1.855    0.1367     21.26     5.489
 -1.38  0.25     3.498    0.6696     1.928   0.09220     24.04     4.947
 -1.12  0.25     4.568    0.6286     1.940    0.1297     30.33     5.366
 -0.88  0.25     5.682    0.6539     1.914   0.06215     39.48     5.222
 -0.62  0.25     6.672    0.7320     1.957    0.1050     43.51     9.018
 -0.38  0.25     7.671    0.9702     1.975   0.05314     47.24     4.855
 -0.12  0.25     8.254    0.9073     1.997   0.06989     48.37     4.204
  0.12  0.25     9.222    0.6038     2.024   0.04018     51.04     3.067
  0.38  0.25     10.25    0.5095     2.005   0.03417     59.13     4.639
  0.62  0.25     11.16    0.4453     1.976   0.06563     68.71     9.169
  0.88  0.25     12.10    0.4283     2.009   0.04267     69.33     5.434
  1.12  0.25     12.90    0.6080     2.038   0.05664     69.95     7.543
  1.38  0.25     13.58    0.5596     2.018   0.05818     76.88     8.073
  1.62  0.25     14.19    0.8133     2.021   0.06816     79.55     8.755
  1.88  0.25     14.91    0.7484     2.024   0.04069     82.85     6.349
  2.12  0.25     15.77    0.6287     2.035   0.06391     86.28     10.53
  2.38  0.25     16.68    0.7420     2.034   0.06164     91.11     8.445
  2.62  0.25     17.61    0.5588     2.035   0.03751     95.86     5.994
  2.88  0.25     18.11    0.5651     2.044   0.06377     97.37     10.52
  3.12  0.25     19.10    0.5779     2.032   0.04987     105.0     11.66
  3.38  0.25     19.79    0.9236     2.031   0.05176     109.0     12.26
  3.62  0.25     20.35    0.7626     2.050   0.04745     107.5     8.611
  3.88  0.25     21.30    0.9534     2.067   0.06008     108.9     9.356
  4.12  0.25     22.34    0.8221     2.083   0.05650     111.0     10.85
  4.38  0.25     22.85     1.049     2.081   0.04178     113.6     8.563
  4.62  0.25     23.49    0.9451     2.107   0.05132     111.6     11.78
  4.88  0.25     23.86    0.9215     2.128   0.05204     108.7     9.914
  5.12  0.25     25.21    0.7119     2.155   0.05036     109.2     11.17
  5.38  0.25     25.16    0.4715     2.155   0.05364     109.0     9.771
  5.62  0.25     25.80    0.7287     2.166   0.04800     109.4     9.320
  5.88  0.25     26.79     1.072     2.187   0.05072     109.4     8.355
  6.12  0.25     27.05    0.5290     2.192   0.03505     109.4     7.639
  6.38  0.25     27.35    0.7709     2.206   0.03167     107.6     6.438
  6.62  0.25     27.37    0.6254     2.197   0.03152     109.5     6.096
  6.88  0.25     27.62    0.5768     2.215   0.03671     107.0     5.914
  7.12  0.25     27.89    0.6003     2.217   0.03865     107.6     7.478
  7.38  0.25     28.41    0.9205     2.220   0.01858     108.9     4.919
  7.62  0.25     28.42    0.8639     2.267   0.02982     100.3     6.717
  7.88  0.25     28.28    0.9986     2.242   0.05544     104.6     8.886
  8.12  0.25     28.05    0.7150     2.208   0.02230     110.0     5.319
  8.38  0.25     27.97    0.6972     2.202   0.01942     110.8     4.893
  8.62  0.25     27.73     1.155     2.211   0.04532     108.1     6.453
  8.88  0.25     27.76     1.049     2.223   0.03486     106.0     7.193
  9.12  0.25     27.63    0.7831     2.218   0.02878     106.4     3.779
  9.38  0.25     27.53    0.8164     2.204   0.04471     108.9     8.294
  9.62  0.25     27.77     1.197     2.212   0.04179     107.8     5.725
  9.88  0.25     27.27    0.6387     2.188   0.04767     111.1     9.616
 10.12  0.25     27.11    0.4243     2.199   0.02527     108.3     5.447
 10.38  0.25     26.90    0.5836     2.176   0.03964     112.0     8.686
 10.62  0.25     26.30    0.7076     2.191   0.03133     106.4     7.182
 10.88  0.25     25.84     1.129     2.184   0.02799     105.9     5.939
 11.12  0.25     25.47     1.283     2.154   0.04835     110.3     7.291
 11.38  0.25     24.94    0.8927     2.155   0.05195     107.8     8.254
 11.62  0.25     25.05    0.9785     2.171   0.02839     104.9     5.306
 11.88  0.25     24.60    0.9836     2.141   0.04088     109.0     6.324
 12.12  0.25     23.94     1.028     2.100   0.03524     114.7     6.179
 12.38  0.25     23.82    0.6631     2.113   0.04892     111.7     10.38
 12.62  0.25     23.40     1.249     2.101   0.04304     112.1     10.19
 12.88  0.25     23.08    0.8671     2.116   0.02485     107.2     7.356
 13.12  0.25     22.47    0.7273     2.085   0.04374     110.7     8.064
 13.38  0.25     22.49    0.7166     2.072   0.03613     113.9     9.741
 13.62  0.25     22.00    0.8606     2.071   0.02657     111.4     6.494
 13.88  0.25     21.95    0.8442     2.078   0.02530     109.6     3.850
 14.12  0.25     21.36    0.4441     2.062   0.03152     110.2     7.713
 14.38  0.25     20.95    0.5179     2.049   0.02718     110.8     7.055
 14.62  0.25     20.59    0.6456     2.042   0.03778     110.6     9.683
 14.88  0.25     20.16    0.6001     2.028   0.04196     111.3     8.502
 15.12  0.25     20.02    0.4172     2.021   0.03163     111.9     7.310
 15.38  0.25     19.75    0.4277     1.998   0.04843     116.2     13.81
 15.62  0.25     19.58    0.3061     2.011   0.02600     111.3     5.560
 15.88  0.25     19.11    0.6863     2.000   0.02483     111.1     5.355
 16.12  0.25     19.07    0.8804     2.009   0.03820     108.9     5.074
 16.38  0.25     18.66    0.6525     1.986   0.02665     111.5     4.218
 16.62  0.25     18.43    0.5819     1.967   0.03057     114.7     8.416
 17.00  0.50     18.29    0.6779     1.986   0.02974     109.4     4.045
 17.50  0.50     17.52    0.2852     1.965   0.03405     109.6     7.636
 18.00  0.50     17.49    0.5387     1.955   0.02873     111.4     5.987
 18.50  0.50     17.10    0.6352     1.961   0.04550     108.0     8.356
 19.00  0.50     16.43    0.4271     1.935   0.04489     109.4     8.505
 19.50  0.50     16.10    0.5662     1.924   0.03147     109.4     5.022
 20.00  0.50     15.69    0.5881     1.890   0.03209     114.8     9.724
 20.50  0.50     15.48    0.6016     1.889   0.03042     113.2     5.823
 21.00  0.50     14.96    0.6203     1.868   0.03672     114.3     5.587
 21.50  0.50     14.57    0.4079     1.870   0.03728     111.0     7.805
 22.00  0.50     14.54    0.5741     1.871   0.03451     110.5     6.363
 22.50  0.50     14.43    0.5880     1.873   0.02527     109.1     6.772
 23.00  0.50     14.39    0.6563     1.867   0.02751     110.3     6.299
 23.50  0.50     14.40    0.4032     1.860   0.04147     112.2     8.263
 24.00  0.50     14.23    0.3703     1.864   0.02870     109.7     4.952
 24.50  0.50     13.71    0.5143     1.862   0.04486     106.4     8.322
 25.00  0.50     13.46    0.3598     1.848   0.04541     107.8     9.571
 25.50  0.50     13.36    0.3640     1.838   0.04126     109.2     8.789
 26.00  0.50     13.33    0.3001     1.825   0.04751     112.4     10.76
 26.50  0.50     13.15    0.1962     1.813   0.01769     113.4     3.728
 27.00  0.50     13.10    0.5560     1.817   0.02353     111.8     3.551
 27.50  0.50     13.04    0.4995     1.826   0.04037     109.3     8.206
 28.00  0.50     12.89    0.4269     1.823   0.03832     108.8     8.074
 28.50  0.50     12.85    0.4458     1.811   0.03223     111.3     6.859
 29.00  0.50     12.73    0.4756     1.802   0.04362     112.7     10.46
 29.50  0.50     12.62    0.5278     1.800   0.02690     112.0     7.171
 30.00  0.50     12.40    0.3564     1.781   0.03204     114.7     8.135
 30.50  0.50     12.17    0.3361     1.780   0.03261     113.1     7.459
 31.00  0.50     12.02    0.3555     1.787   0.03365     109.9     9.036
 31.50  0.50     11.87    0.4388     1.789   0.03189     107.8     7.603
 32.00  0.50     11.68    0.5748     1.771   0.03429     110.5     7.450
 32.50  0.50     11.34    0.3850     1.759   0.04185     110.5     8.502
 33.25  1.00     11.27    0.4887     1.746   0.04409     113.1     9.200
 34.25  1.00     11.03    0.5572     1.731   0.03564     114.7     8.610
 35.25  1.00     10.81    0.5966     1.743   0.04553     109.4     9.585
 36.25  1.00     10.67    0.4963     1.744   0.05654     108.0     10.64
 37.25  1.00     10.56    0.3389     1.732   0.02351     109.3     5.423
 38.25  1.00     10.32    0.4106     1.728   0.02285     107.7     6.703
 39.25  1.00     10.14    0.4305     1.707   0.02938     111.3     8.648
 40.25  1.00     9.921    0.2997     1.713   0.02180     107.5     7.609
 41.25  1.00     9.710    0.4060     1.713   0.02802     105.1     6.798
 42.25  1.00     9.522    0.4219     1.693   0.02252     107.7     5.715
 43.25  1.00     9.412    0.4596     1.687   0.02392     108.1     6.203
 44.25  1.00     9.071    0.3051     1.679   0.01848     106.2     4.943
 45.25  1.00     8.970    0.2546     1.656   0.01951     110.9     3.847
 46.25  1.00     8.823    0.1840     1.646   0.01930     111.8     4.235
 47.25  1.00     8.676    0.1798     1.670   0.04080     104.4     10.54
 48.25  1.00     8.567    0.1791     1.684   0.03623     99.50     7.979
 49.25  1.00     8.243    0.2565     1.665   0.02554     100.0     6.528
 50.25  1.00     8.096    0.1912     1.657   0.03434     100.2     9.028
 51.25  1.00     7.936    0.2765     1.632   0.02650     104.4     9.003
 52.75  2.00     7.812    0.3030     1.634   0.02832     102.2     9.364
 54.75  2.00     7.389    0.2508     1.627   0.04523     98.65     11.21
 56.75  2.00     7.199    0.2892     1.622   0.03706     97.16     9.343
 58.75  2.00     6.963    0.2940     1.615   0.03885     95.45     7.235
 60.75  2.00     6.562    0.1980     1.586   0.03513     96.81     8.308
 62.75  2.00     6.294    0.1643     1.577   0.03011     95.02     7.152
 64.75  2.00     6.069    0.1741     1.569   0.02799     93.41     7.003
 66.75  2.00     5.989    0.1552     1.580   0.03323     89.67     7.791
 68.75  2.00     5.773    0.1662     1.577   0.02784     87.18     7.260
 71.75  4.00     5.318    0.1247     1.557   0.03035     84.48     8.329
 75.75  4.00     4.864    0.1917     1.545   0.03417     79.78     7.555
 79.75  4.00     4.455    0.1207     1.543   0.03278     73.43     6.142
 83.75  4.00     4.152    0.1823     1.540   0.02479     68.79     4.918
 87.75  4.00     3.706    0.1482     1.527   0.04549     63.88     7.126
 91.75  4.00     3.398    0.1629     1.518   0.01934     59.64     3.738
 95.75  4.00     3.034    0.1144     1.512   0.01759     53.89     2.746
101.75  8.00     2.557    0.1504     1.480   0.03033     49.64     5.118
109.75  8.00     1.942    0.1326     1.402    0.2122     38.19     4.920
117.75  8.00     1.578    0.1826     1.384    0.1540     32.60     3.201
129.75 16.00    0.6390    0.3041    0.7092    0.4153     16.29     9.027
145.75 16.00     0.000     0.000     0.000     0.000     0.000     0.000
153.75  0.00     0.000     0.000     0.000     0.000     0.000     0.000
