# File 4u1636-536_superburst.dat
#
# This profile forms part of the sample assembled for the paper
#   "Thermonuclear burst observations for model comparisons: a reference
#   catalogue" by Galloway, Goodwin & Keek (2017), PASA 34, e019
#   DOI: https://doi.org/10.1017/pasa.2017.12; published online: 19/4/2017
#
# The dataset can be cited as
#   Duncan K. Galloway (2017). Dataset: Thermonuclear Burst Observations for
#   Model Comparisons: A Reference Sample.
#   DOI: http://dx.doi.org/10.4225/50/58e720d5d95a7
#
# This profile is derived from analysis in Keek et al., ApJ 789, 121 (2014)
# http://adsabs.harvard.edu/abs/2014ApJ...789..121K
# The burst emission is assumed to be the blackbody luminosity.
#
# This version of the data now includes deadtime correction (see 
# http://heasarc.gsfc.nasa.gov/docs/xte/recipes/pca_deadtime.html)
# and has the updated effective area of the v11.7 responses (see
# http://www.universe.nasa.gov/xrays/programs/rxte/pca/doc/rmf/pca-arf-2011
#
# All uncertainties below are at 1-sigma (68%) confidence. Note that the
# time value specifies the BEGINNING of the time bin, relative to the 
# precursor observed in this event.
#
# Columns are:
# Time, width of time bin, blackbody flux (1E-9 erg/cm^2/s), 1 sigma error, reflection luminosity, error
6648.25 64.0 3.00386 0.171888 1.99757 0.114305
6712.25 64.0 3.00143 0.177294 1.99595 0.117901
6776.25 64.0 2.61199 0.238735 1.73697 0.158759
6840.25 64.0 2.89497 0.162217 1.92516 0.107874
6904.25 64.0 2.48021 0.310664 1.64934 0.206591
6968.25 64.0 2.92115 0.19022 1.94256 0.126496
7032.25 64.0 2.7378 0.307487 1.82064 0.204479
7096.25 64.0 2.53974 0.238884 1.68893 0.158858
7160.25 64.0 2.66931 0.168749 1.77509 0.112218
7224.25 64.0 2.28303 0.240245 1.51822 0.159763
7288.25 64.0 2.47967 0.200469 1.64898 0.133312
7352.25 64.0 2.44716 0.208732 1.62736 0.138806
7416.25 64.0 2.55381 0.192764 1.69829 0.128188
7480.25 64.0 2.69847 0.282078 1.79448 0.187582
7544.25 64.0 2.32454 0.236473 1.54582 0.157255
7608.25 64.0 2.70816 0.227828 1.80093 0.151505
7672.25 64.0 1.9833 0.235113 1.3189 0.15635
7736.25 64.0 2.1937 0.174191 1.45881 0.115837
7800.25 64.0 2.28364 0.199526 1.51862 0.132685
7864.25 64.0 2.34689 0.160568 1.56068 0.106777
7928.25 64.0 2.2738 0.169725 1.51207 0.112867
7992.25 64.0 2.10784 0.176896 1.40171 0.117636
8056.25 64.0 2.37972 0.208275 1.58251 0.138503
8120.25 64.0 2.3113 0.168979 1.53702 0.112371
8184.25 64.0 2.1243 0.23366 1.41266 0.155384
8248.25 64.0 2.45719 0.173177 1.63403 0.115163
8312.25 64.0 2.00924 0.217126 1.33615 0.144389
8376.25 64.0 1.94438 0.215882 1.29301 0.143562
8440.25 64.0 2.10565 0.205988 1.40026 0.136982
8504.25 64.0 1.96748 0.21425 1.30838 0.142476
12696.2 1659.66 0.897777 0.0362328 0.597022 0.0240948
17352.2 2669.78 0.703637 0.0186326 0.467919 0.0123907
